,D,Delta,tl,K,tm,Vr,Ifull,IPSPint,Vreset,Ie_sig,Ifull_nA,Icrit_nA,fcrit,I0crit,A0crit,Icrit,level,config,freq_net,freq_unit_mean,freq_unit_std,saturation,CV,ampl_mean,qfac,v_std_mean,v_std_std,v_av_mumin,v_av_mumin_sd,gauss_mu_min_sim,gauss_mu_min_sd_sim,gauss_sig_min_sim,Iext,gauss_mu_min,gauss_mu_max,gauss_f_net,gauss_f_unit,gauss_sat,gauss_zeta,gauss_t_on,gauss_t_off,gauss_mu_reset
10,0.01,1.2,1.2,2.0,10.0,0.0,5.297030947492044,0.0104,-65.0,0.01838477631085024,0.6886140231739658,0.169921875,310.50000000000006,0.1171,20.382767708796976,1.3070913461538465,0.5689158351338199,0.0,259.0,133.6827333677379,0.6101301355840475,0.5161495496823858,0.12538972030787277,472.14621100071776,4385.1411929737715,3.613175060140621,0.2883786045963616,-64.83421274977371,0.14176212439642277,0.012752865402022123,5.010904778799725,5.276083907415806,4.376275654875538,-1.1161890241557773,1.1958813936205597,150.06634646451016,146.30458977091362,0.9749327095499978,0.7629446467359018,4.0147690508584475,5.463719238586876,0.2209486840705619
11,0.01,1.2,1.2,2.0,10.0,0.0,5.297030947492044,0.0104,-65.0,0.01838477631085024,0.6886140231739658,0.169921875,310.50000000000006,0.1171,20.382767708796976,1.3070913461538465,0.6088152311472019,0.0,265.2958731723689,144.00886751867546,0.702255561681557,0.5428236247953603,0.15593896669657745,485.2619425212496,953008.799451061,3.651521051669394,0.26662348934037594,-64.71050779921455,0.1331542166922021,0.0222686308296497,5.010242632053247,5.278297533762726,4.683194085747707,-1.1241576771658244,1.2305875957470396,156.25116942199227,154.60134735529928,0.9894412177982664,0.7684315088416114,3.7704062867940573,5.199952100833688,0.24114637794877314
12,0.01,1.2,1.2,2.0,10.0,0.0,5.297030947492044,0.0104,-65.0,0.01838477631085024,0.6886140231739658,0.169921875,310.50000000000006,0.1171,20.382767708796976,1.3070913461538465,0.6487146271605838,0.0,266.30229392380267,154.68994907796994,0.7073002184576114,0.5808810235867947,0.19107290621358178,485.85245460820124,1100978.7644432415,3.688832904467405,0.25367209779875954,-65.29204279532291,0.15592301883814338,-0.0224648304094549,5.011994078372164,5.281345593670808,4.990112516619875,-1.0965895210899084,1.2652937978735197,163.6424952138343,162.98960640397823,0.9960102734378198,0.7657144746429793,3.497934374693292,4.91088213176708,0.2692835244356999
13,0.01,1.2,1.2,2.0,10.0,0.0,5.297030947492044,0.0104,-65.0,0.01838477631085024,0.6886140231739658,0.169921875,310.50000000000006,0.1171,20.382767708796976,1.3070913461538465,0.6886140231739658,0.0,265.0,165.55244865199936,0.668591824730034,0.6247262213282995,0.21708586353824666,496.7558757230675,7490.613759997333,3.705121226234593,0.2539824425842956,-66.21751772534888,0.16756241577805223,-0.09365520964222185,5.012889416598312,5.282857729213636,5.297030947492045,-1.0479187185164254,1.3,171.7896204281639,171.55772195769342,0.9986501019683699,0.7587114852195482,3.222485193681042,4.621073458964672,0.30134989803163015
14,0.01,1.2,1.2,2.0,10.0,0.0,5.297030947492044,0.0104,-65.0,0.01838477631085024,0.6886140231739658,0.169921875,310.50000000000006,0.1171,20.382767708796976,1.3070913461538465,1.0329210347609488,0.0,258.57413394943427,259.0283755154498,0.29893531402895845,1.0017567169580248,0.040134736295034106,1198.7777945968253,81855023.33965908,2.0666724414015527,0.9639508504043216,-74.66567212909784,0.17041342844983187,-0.743513240699834,5.013108725265372,5.13120430411944,7.945546421238068,-0.4646576694960296,1.599492973119051,248.99615590064656,248.99615564720153,0.9999999989821328,0.6699459387705483,1.4905874792692917,2.816126258587767,0.5994929741369183
15,0.01,1.2,1.2,3.0,10.0,0.0,5.442330685265411,0.0156,-65.0,0.01838477631085024,0.7075029890845035,0.16015625,304.7000000000001,0.1099,12.924782729344303,1.2319711538461535,0.16015625,1.0,292.5165070711175,13.01927847108509,1.1029577504054033,0.04450784197255509,0.6510037443761626,16.15091058118892,0.6479320474598734,2.538021638001645,0.0838361618440041,-55.785575768563234,0.09055305987171414,0.7088018639566743,5.006965619990131,5.1965104097338335,1.2319711538461537,0.8038037129547109,0.823894382923357,595.0290722126974,23.274233797380674,0.03911444815768789,0.027929080556856813,0.0,0.4805901538245223,0.7847799347656692
16,0.01,1.2,1.2,3.0,10.0,0.0,5.442330685265411,0.0156,-65.0,0.01838477631085024,0.7075029890845035,0.16015625,304.7000000000001,0.1099,12.924782729344303,1.2319711538461535,0.20225984531419255,1.0,267.98893402574265,22.442143185805065,1.0903938962146604,0.08374279806512198,0.4939563012428807,59.39506177406528,438.3272804448094,3.0138867702938024,0.1719273681803967,-57.20815844406984,0.12983264124116659,0.5993724273792432,5.00998712624932,5.2312049170150585,1.5558449639553271,0.7617069305770476,0.8605178919292527,395.45237737292337,32.24317009330079,0.08153490012501435,0.038691804111960944,0.0,1.3287494960662993,0.7789829918042384
17,0.01,1.2,1.2,3.0,10.0,0.0,5.442330685265411,0.0156,-65.0,0.01838477631085024,0.7075029890845035,0.16015625,304.7000000000001,0.1099,12.924782729344303,1.2319711538461535,0.2443634406283852,1.0,239.19334715044423,32.245207743343585,0.9713322022612677,0.13480812960513688,0.3802940944368398,103.8934412955094,431.1492701496351,3.298313928823622,0.2395801091911904,-59.00346544674592,0.17933124767403652,0.46127188871185226,5.013794711359542,5.256733515791688,1.8797187740645014,0.6305462185792425,0.8971414009351483,277.73336853940253,42.17023812234595,0.15183713193743653,0.07472789423598933,0.572052935038826,2.4005756357581074,0.7453042689977117
18,0.01,1.2,1.2,3.0,10.0,0.0,5.442330685265411,0.0156,-65.0,0.01838477631085024,0.7075029890845035,0.16015625,304.7000000000001,0.1099,12.924782729344303,1.2319711538461535,0.2864670359425777,1.0,219.77591289871478,42.14038311362789,0.8696820832468917,0.19174250061265163,0.3014891117740664,161.74398469199275,9271.144551777024,3.454522979955804,0.29315683093067724,-61.01662952287251,0.20367238851095984,0.3064131136251913,5.015667106808536,5.272310698284423,2.2035925841736748,0.38845483336346187,0.9337649099410439,209.52054706598835,53.19164784305794,0.2538731813558375,0.16399200985533666,1.883040599516589,3.5728015891684866,0.6798917285852064
19,0.01,1.2,1.2,3.0,10.0,0.0,5.442330685265411,0.0156,-65.0,0.01838477631085024,0.7075029890845035,0.16015625,304.7000000000001,0.1099,12.924782729344303,1.2319711538461535,0.32857063125677033,1.0,209.0,51.980413855929356,0.8190474676061327,0.24871011414320265,0.25009022897900784,214.5763767829031,627.7185839869383,3.533843001451841,0.3296883616682406,-62.98613500278411,0.2086492036384245,0.15491269209353,5.016049938741418,5.280623596351522,2.5274663942828486,0.033396097701649086,0.9703884189469396,169.17466384637044,64.89046454329558,0.38357082005035575,0.27966849927346144,3.1098550956876525,4.711050610439587,0.5868175988965838
